ID,Name,CAS #,CAS,SMILES ,InChiKeys,VDss (L/kg),Reference,Comments
348,Ketorolac,74103-06-3,74103-06-3,c1(C(=O)c2n3c(C(C(=O)O)CC3)cc2)c(c(c(c(c1[2H])[2H])[2H])[2H])[2H],OZWKMVRBQXNZKK-RALIUCGRSA-N,0.11,"Jung D, Mroszczak E, and Bynum L (1988) Pharmacokinetics of ketorolac tromethamine in humans after intravenous, intramuscular and oral administration.  Eur. J. Clin. Pharmacol. 35: 423-425.  Reed MD, Myers CM, and Blumer JL (2001) Influence of midazolam on the protein binding of ketorolac.  Curr. Ther. Res.  62: 558-565.  Mroszczak EJ, Lee FM, Combs D, Sarnquist FH, Huang BL, Wu AT, Tokes LG, Maddox ML, and Cho DK (1987) Ketorolac tromethamine absorption, distribution, metabolism, excretion, and pharmacokinetics in animals and humans.  Drug Metab. Dispos. 15: 618-626",
349,KRN-5500,151276-95-8,151276-95-8,O1[C@H]([C@H](NC(=O)CNC(=O)/C=C/C=C/CCCCCCCCC)[C@@H](O)[C@@H](O)[C@H]1Nc1ncnc2nc[nH]c12)[C@@H](O)CO,LQIPDFIUPOYMPR-BKYURJJWSA-N,0.17,"Supko JG, Eder JP, Ryan DP, Seiden MV, Lynch TJ, Amrein PC, Kufe DW, and Clark JW (2003) Phase I clinical trial and pharmacokinetic study of the spicamycin analog KRN5500 administered as a 1-hour intravenous infusion for five consecutive days to patients with refractory solid tumors.  Clin. Canc. Res. 9: 5178-5186.",
350,KW-2170,207862-44-0,207862-44-0,Cl.Cl.O=c1c2c3n(nc(c3ccc2NCCCN)CNCCO)c2c1c(O)ccc2O,VPJUIFWAPQSXSP-UHFFFAOYSA-N,12,"Saeki T, Eguchi K, Takashima S, Sugiura T, Hida T, Horikoshi N, Aiba K, Kuwabara T, and Ogawa M (2004) Phase I and pharmacokinetic study of KW-2170, a novel pyrazoloacridone compound, in patients with malignant tumors.  Cancer Chemother. Pharmacol.  54: 459-468.",
351,Labetalol,36894-69-6,36894-69-6,OC(CNC(CCc1ccccc1)C)c1cc(c(O)cc1)C(=O)N,SGUAFYQXFOLMHL-UHFFFAOYSA-N,4.8,"Cheymol G, Poirier JM, Carrupt PA, Testa B, Weissenburger J, Levron JC, and Snoeck E (1997) Pharmacokinetics of .beta.-adrenoceptor blockers in obese and normal volunteers. Br. J. Clin. Pharmacol. 43: 563-570.  Martin LE, Hopkins R, and Bland R (1976) Metabolism of labetalol by animals and man.  Br. J. Clin. Pharmacol. (Supp): 695-710",
352,Lamifiban,144412-49-7,144412-49-7,O(C1CCN(CC1)C(=O)[C@@H](NC(=O)c1ccc(cc1)C(=N)N)Cc1ccc(O)cc1)CC(=O)O,FPKOGTAFKSLZLD-FQEVSTJZSA-N,0.29,"Lave T, Saner A, Coassolo P, Brandt R, Schmitt-Hoffmann AH, and Chou RC (1996) Animal pharmacokinetics and interspecies scaling from animals to man of lamifiban, a new platelet aggergeation inhibitor.  J. Pharm. Pharmacol.  48: 573-577.",
353,Lamivudine,134678-17-4,134678-17-4,Nc1ccn(c(=O)n1)[C@@H]1CS[C@@H](O1)CO,JTEGQNOMFQHVDC-NKWVEPMBSA-N,1.3,"Yuen GJ, Morris DM, Mydlow PK, Haidar S, Hall ST, and Hussey EK (1995) Pharmacokinetics, absolute bioavailability, and absorption characteristics of lamivudine. J. Clin. Pharmacol. 35: 1174-1180.  Takubo T, Hirayama S, Moriya T, Minamide Y, Kato T, Nakamura R, and Kinami J (1997) Studies on the metabolic fate of lamivudine (II): tissue distribution, transfer into fetus and milk, plasma protein binding and distribution to erythrocytes of lamivudine in rats.  Yakubutsu Dotai 12: 92-101.",
354,Lansoprazole,103577-45-3,103577-45-3,S(=O)(c1nc2c([nH]1)cccc2)Cc1nccc(OCC(F)(F)F)c1C,MJIHNNLFOKEZEW-UHFFFAOYSA-N,0.28,"Gerloff J, Mignot A, Barth H, and Heintze K (1996) Pharmacokinetics and absolute bioavailability of lansoprazole.  Eur. J. Clin. Pharmacol. 50: 293-297.  Freston JW, Pilmer BL, Chiu YL, Wang Q, Stolle JC, Griffin JS, and Lee CQ (2004) Evaluation of the pharmacokinetics and pharmacodynamics of intravenous lansoprazole.  Alimentary Pharmacol. Ther. 19: 1111-1122.  Karol MD, Machinist JM, and Cavanaugh JM (1995) Pharmacokinetics of lansoprazole in hemodialysis patients.  J. Clin. Pharmacol.  35: 815-820.",
355,Letrozole,112809-51-5,112809-51-5,c1cc(ccc1C#N)C(c2ccc(cc2)C#N)n3cncn3,HPJKCIUCZWXJDR-UHFFFAOYSA-N,1.9,"Sioufi A, Gauducheau N, Pineau V, Marfil F, Jaouen A, Cardot JM, Godbillon J, Czendlik C, Howald H, Pfister C, and Vreeland F (1997) Absolute bioavailability of letrozole in healthy postmenopausal women.  Biopharm Drug Dispos. 18: 779-89.   Colussi DM, Parisot CY, and Lefevre GY (1998) Plasma protein binding of letrozole, a new nonsteroidal aromatase enzyme inhibitor.  J. Clin. Pharmacol. 38: 727",
356,Leuprolide,53714-56-0,53714-56-0,C(=O)([C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](Cc1c2c([nH]c1)cccc2)NC(=O)[C@@H](NC(=O)[C@H]1NC(=O)CC1)Cc1nc[nH]c1)CO)Cc1ccc(cc1)O)CC(C)C)CC(C)C)CCCNC(=N)N)N1[C@@H](CCC1)C(=O)NCC,GFIJNRVAKGFPGQ-LIJARHBVSA-N,0.38,"Sennello LT, Finley RA, Chu SY, Jagst C, Max D, Rollins DE, and Tolman KGJ (1986) Single-dose pharmacokinetics of leuprolide in humans following intravenous and subcutaneous administration.  Pharm. Sci. 75: 158-160.  Eligard Product Label",
357,Levodopa,59-92-7,59-92-7,N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,WTDRDQBEARUVNC-LURJTMIESA-N,1.7,"Robertson DRC, Wood ND, Everest H, Monks K, Waller DG, Renwick AG, and George CF (1989) The effect of age on the pharmacokinetics of levodopa administered alone and in the presence of carbidopa.  Br. J. Clin. Pharmacol. 28: 61-69.  Rizzo V, Memmi M, Moratti R, Melzi d'Eril G, and Perucca E (1996) Concentrations of L-dopa in plasma and plasma ultrafiltrates.  J. Pharm. Biomed. Anal. 14: 1043-1046",
358,Levofloxacin,100986-85-4,100986-85-4,Fc1c(N2CCN(CC2)C)c2OC[C@@H](n3c2c(c(=O)c(c3)C(=O)O)c1)C,GSDSWSVVBLHKDQ-JTQLQIEISA-N,1.2,"Furlanut M, Brollo L, Lugatti E, Di Qual E, Dolcet F, Talmassons G, and Pea F (2003) Pharmacokinetic aspects of levofloxacin 500mg once daily during sequential intravenous/oral therapy in patients with lower respiratory tract infections.  J. Antimic. Chemother. 51: 101-106.  Bergogne-Berezin E (2002) Clinical role of protein binding of quinolones. Clin. Pharmacokinet. 41: 741-750.",
359,Levomepromazine,60-99-1,60-99-1,S1c2c(N(CC(CN(C)C)C)c3c1cccc3)ccc(OC)c2,JOZGNVRNTPTRTB-UHFFFAOYSA-N,12,"Bagli M, Hoflich G, Rao, ML, Langer M, Baumann P, Kolbinger M, Barlage U, Kasper S, and Moller HJ (1995) Bioequivalence and absolute bioavailability of oblong and coated levomepromazine tablets in CYP2D6 phenotyped subjects.  Int. J. Clin. Pharmacol. Ther. 33: 646-652.",
360,Levonorgestrel,797-63-7,797-63-7,[C@]12(C([C@H]3C([C@@H]4C(=CC(=O)CC4)CC3)CC1)CC[C@@]2(C#C)O)CC,WWYNJERNGUHSAO-GTVOAPJKSA-N,1.5,"Stead RJ, Grimmer SFM, Rogers SM, Back DJ, Orme MLE, Hodson ME, and Batten JC (1987) Pharmacokinetics of contraceptive steroids in patients with cystic fibrosis.  Thorax 42: 59-64.  Aviane Product Label.",
361,Levosimendan,141505-33-1,141505-33-1,O=C1NN=C(c2ccc(NN=C(C#N)C#N)cc2)[C@@H](C1)C,WHXMKTBCFHIYNQ-SECBINFHSA-N,0.24,"Sundberg S, Antila S, Scheinin H, Hayha M, Virtanen M, and Lehtonen L (1998) Integrated pharmacokinetics and pharmacodynamics of the novel calcium sensitizer levosimendan as assessed by systolic time intervals.  Int. J. Clin. Pharmacol. Ther. 36: 629-635.  Lilleberg J, Antila S, Karlsson M, Mieminen MS, and Pentkainen PJ (1994) Pharmacokinetics and pharmacodynamics of simendan, a novel calcium sensitizer, in healthy volunteers.  Clin. Pharmacol. Ther. 56: 554-563.  Wikberg T, Korkolainen T, and Karlsson M (1996) Enantiomeric bioanalysis of simendan and levosimendan by chiral high-performance liquid chromatigraphy.  Chirality 8: 511-517.",
362,Lidocaine,137-58-6,137-58-6,O=C(Nc1c(cccc1C)C)CN(CC)CC,NNJVILVZKWQKPM-UHFFFAOYSA-N,1.8,"Bauer LA, Brown T, Gilbaldi M, Hudson L, Nelson S, Raisys V, and Shea JP (1982) Influence of long-term infusions on lidocaine kinetics.  Clin. Pharmacol. Ther. 31: 433-437.  Bennett PN, Aarons LJ, Bending MR, Steiner JA, and Rowland M (1982) Pharmacokinetics of lidocaine and its deethylated metabolite: dose and time dependecy studies in man.  J. Pharmacokinet. Biopharm. 10: 265-281.  Grossman SH, Davis D, Kitchell BB, Shand DG, and Routledge PA (1982) Diazepam and lidocaine plasma protein binding in renal disease.  Clin. Pharmacol. Ther. 31: 350-357.  Barry M, Keeling PW, Weir D, and Feely J (1990) Severity of cirrhosis and the relationship of alpha 1-acid glycoprotein concentration to plasma protein binding of lidocaine.  Clin. Pharmacol. Ther.  47: 366-370.",
363,Lincomycin,154-21-2,154-21-2,[C@H]1([C@H](NC(=O)C2C[C@H](CN2C)CCC)[C@@H](C)O)O[C@@H]([C@@H]([C@H]([C@H]1O)O)O)SC,OJMMVQQUTAEWLP-ISVUEQNNSA-N,1.0,Gwilt PR and Smith RB (1986) Protein binding and pharmacokinetics of incomycin following intravenous administration of high doses.  J. Clin. Pharmacol.  26: 87-90.,Averaged values over three doses.  Saturable protein binding reported.
364,Linezolid,165800-03-3,165800-03-3,Fc1c(N2CCOCC2)ccc(N2C(=O)O[C@H](C2)CNC(=O)C)c1,TYZROVQLWOKYKF-ZDUSSCGKSA-N,0.58,"Stalker DJ, Jungbluth GL, Hopkins NK, and Batts DH (2003) Pharmacokinetics and tolerance of single- and multiple-dose oral and intravenous linezolid, an oxazolidinone antibiotic, in healthy volunteers.  J. Antimic. Chemother. 51: 1239-1246.  Zyvox Product Label.",
365,Lisinopril,76547-98-3,76547-98-3,O=C(N1[C@@H](CCC1)C(=O)O)[C@@H](N[C@H](C(=O)O)CCc1ccccc1)CCCCN,RLAWWYSOJDYHDC-BZSNNMDCSA-N,0.89,"Beermann B, Till AE, Gomez HJ, Hichens M, Bolognese JA, and Junggren IL (1989) Pharmacokinetics of lisinopril (IV/PO) in healthy volunteers.  Biopharm. Drug Dispos. 10: 397-409.  Kirsten R, Nelson K, Kirsten D, and Heintz B (1988) Clinical  pharmacokinetics  of vasodilators. Part I.  Clin. Pharmacokinet. 34: 457-482. ",VDss calculated using C vs t data obtained by digitization of the plots provided in the reference.  Dose levels averaged.
366,Lithium Carbonate,554-13-2,554-13-2,OC(=O)[O-].[Li+],HQRPHMAXFVUBJX-UHFFFAOYSA-M,0.62,"Waring WS, Webb DJ, Maxwell SR (2002) Lithium carbonate as a potential pharmacological vehicle: intravenous kinetics
of single-dose administration in healthy subjects.  Eur. J. Clin. Pharmacol. 58: 431-434.",
367,Lorazepam,846-49-1,846-49-1,OC1N=C(c2ccccc2Cl)c2cc(Cl)ccc2N=C1O,DIWRORZWFLOCLC-UHFFFAOYSA-N,1.3,"Wermeling DPH, Miller JL, Archer SM, Manaligod JM, and Rudy AC (2001) Bioavailability and pharmacokinetics of lorazepam after intranasal, intravenous, and intramuscular administration. J. Clin. Pharmacol. 41: 1225-1231.  Desmond PV, Roberts RK, Wood AJJ, Dunn GD, Wilkinson, GR, Schenker S (1980) Effect of heparin administration on plasma binding of benzodiazepines.  Br. J. Clin. Pharmacol. 9: 171-175.  ",
368,Lorcainide,59729-31-6,59729-31-6,Clc1ccc(N(C2CCN(CC2)C(C)C)C(=O)Cc2ccccc2)cc1,XHOJAWVAWFHGHL-UHFFFAOYSA-N,6.6,"Klotz U, Mueller-Seydlitz P, and Heimburg P (1979) Disposition and antiarrythmic effect of lorcainide.  Int. J. Clin. Pharmacol. Biopharm. 17: 152-158.  Klotz U, Mueller-Seydlitz P, and Heimburg P (1978) Pharmacokinetics of lorcainide in man:  a new antiarrhythmic agent.  Clin. Pharmacokinet. 3: 407-418.",
369,Lormetazepam,848-75-9,848-75-9,Clc1c(C2=NC(O)C(=O)N(c3c2cc(Cl)cc3)C)cccc1,FJIKWRGCXUCUIG-UHFFFAOYSA-N,1.6,"Humpel M, Illi V, Milius W, Wendt H, and Kurowski M (1979) The pharmacokinetics and biotransformation of the new benzodiazepine lormetazepam in humans. Eur. J. Drug Metab. Pharmacokinet. 4: 237-243.",Pharmacokinetic parameters were calculated from C vs t obtained by digitization of the plot included in the reference.
370,Losartan,114798-26-4,114798-26-4,Clc1nc(n(c1CO)Cc1ccc(c2c(c3nnn[nH]3)cccc2)cc1)CCCC,PSIFNNKUMBGKDQ-UHFFFAOYSA-N,0.37,"Lo MW, Goldberg MR, McCrea JB, Lu H, Furtek CI, and Bjornsson TD (1995) Pharmacokinetics of losartan, an angiotensin II receptor antagonist, and its active metabolite EXP3174 in humans. Clin. Pharmacol. Ther. 58: 641-649.  Kirsten R, Nelson K, Kirsten D, and Heintz B (1988) Clinical  pharmacokinetics  of vasodilators. Part I.  Clin. Pharmacokinet. 34: 457-482.  ",
371,Lovastatin (acid),75225-51-3,75225-51-3,[Na+].O([C@@H]1[C@@H]2[C@H]([C@H](C=CC2=C[C@@H](C1)C)C)CC[C@@H](O)C[C@@H](O)CC(=O)[O-])C(=O)[C@H](CC)C,LXZBFUBRYYVRQJ-AXHZAXLDSA-M,0.87,"Duggan DE, Chen IW, Bayne WF, Halpin RA, Duncan CA, Schwartz MS, Stubbs RJ, Vickers S (1989) The physiological disposition of lovastatin.  Drug Metab Dispos. 17: 166-173.",Pharmacokinetic paramaters were calculated using C vs t data obtained by digitization of the plot provided in the reference.
372,Loxiglumide,107097-80-3,107097-80-3,Clc1cc(C(=O)NC(C(=O)N(CCCOC)CCCCC)CCC(=O)O)ccc1Cl,QNQZBKQEIFTHFZ-UHFFFAOYSA-N,0.24,"Setnikar I, Chiste R, Makovec F, Rovati LC, and Warrington SJ (1988) Pharmacokinetics of loxiglumide after single intravenous or oral doses in man.  Arz. Forsch. 38: 716-720.",VDss was calculated from rate micro-contants provided in the reference.
373,Maprotiline,10262-69-8,10262-69-8,CNCCCC12CCC(c3c1cccc3)c1c2cccc1,QSLMDECMDJKHMQ-UHFFFAOYSA-N,45,"Maguire KP, Norman TR, Burrows GD, and Scoggins BA (1980) An evaluation of maprotiline intravenous kinetics and comparison of two oral doses.  Eur. J. Clin. Pharmacol.18: 249-254.  Lynn K, Braithwaite R, Dawling S, and Rosser R (1981) Comparison of the serum protein binding of maprotiline and phenytoin in uraemic patients on haemodialysis.  Eur. J. Clin. Pharmacol. 19: 73-77.","VDss calculated from reported compartmental paramaters included in the reference by Maguire, et al."
374,Maxipost,187523-35-9,187523-35-9,Clc1cc([C@@]2(F)c3c(NC2=O)cc(cc3)C(F)(F)F)c(OC)cc1,ULYONBAOIMCNEH-HNNXBMFYSA-N,10,"Zhang D, Krishna R, Wang L, Zeng J, Mitroka J, Dai R, Narasimhan N, Reeves RA, Srinivas NR, and Klunk LJ (2005) Metabolism, pharmacokinetics, and protein covalent binding of radiolabeled maxipost (BMS-204352) in humans.  Drug Metab. Dispos. 33: 83-93.  Krishna R, Yao M, Kaczor D, Vachharajani N, and Srinivas NR. (2001) In vitro protein binding studies with BMS-204352: lack of protein binding displacement interaction in human serum.  Biopharm. Drug Dispos. 22: 41-44.",
375,Mebendazole,31431-39-7,31431-39-7,O=C(c1cc2nc([nH]c2cc1)NC(=O)OC)c1ccccc1,OPXLLQIJSORQAM-UHFFFAOYSA-N,1.2,"Dawson M, Braithwaite PA, Roberts MS, Watson TR (1985) The pharmacokinetics and bioavailability of a tracer dose of [3H]-mebendazole in man.  Br. J. Clin. Pharmacol. 19: 79-86.",
376,Medroxalol,56290-94-9,56290-94-9,O1c2c(OC1)ccc(c2)CCC(NCC(O)c1cc(c(O)cc1)C(=O)N)C,MPQWSYJGFLADEW-UHFFFAOYSA-N,7.9,"Haegele KD, Jaillion P, Cheymol G, Alken RG, Schechter PJ, and Koch-Weser J (1983) Kinetics of medroxalol, a beta and alpha-adrenoceptor antagonist.  Clin. Pharmacol. Ther.34: 785-791.  Keeley FJ, Weiner DL, and Okerholm RA (1983) Bioavailability of medroxalol in man.  Biopharm. Drug Dispos.  4: 305-309.",Calculations were done using data from digitization of the C vs t plot in the reported reference by Keeley et al. and from C vs t data listed in Haegele et al..
377,Melagatran,159776-70-2,159776-70-2,O=C(N1[C@@H](CC1)C(=O)NCc1ccc(cc1)C(=N)N)[C@H](NCC(=O)O)C1CCCCC1,DKWNMCUOEDMMIN-PKOBYXMFSA-N,0.23,"Eriksson UG, Bredberg U, Hoffmann KJ, Thuresson A, Gabrielsson M, Ericsson H, Ahnoff M, Gislen K, Fager G, and Gustafsson D (2003) Absorption, distribution, metabolism, and excretion of ximelagatran, an oral direct thrombin inhibitor, in rats, dogs, and humans.  Drug Metab. Dispos. 31: 294-305.",
378,Meloxicam,71125-38-7,71125-38-7,Cc1cnc(s1)NC(=O)C1=C(c2ccccc2S(=O)(=O)N1)O,INYLJXGSWGWXFU-UHFFFAOYSA-N,0.15,"Narjes H, Turck D, Busch U, Heinzel G, and Nehmiz G (1996) Pharmacokinetics and tolerability of meloxicam after i.m. administration.  Br. J. Clin. Pharmacol. 41: 135-139.  Busch U, Heinzel G, and Narjes H (1995) The effect of cholestyramine on the pharmaciokinetics of meloxicam, a new non-steroidal anti-inflammatory drug (NSAID), in man.  Eur. J. Clin. Pharmacol. 48: 269-272.   Turck D, Busch U, Heinzel G, and Narjes H (1997) Clinical pharmacokinetics of meloxicam.  Arz. Forsch. 47: 253-258. Schmid J, Busch U, Heinzel G, Bozler G, Kaschke S, and Kummer M (1995) Meloxicam. Pharmacokinetics and metabolic pattern after intravenous infusion and oral administration to healthy subjects. Drug Metab. Dispos. 23: 1206-1213.  Tuerck D, Schwarz A, Hoeffler D, Narjes HH, Nehmiz G, and Heinzel G (1996) Pharmacokinetics of meloxicam in patients with end-stage renal failure on hemodialysis. A comparison with healthy volunteers.  Eur. J. Clin. Pharmacol.  51: 309-313.",
379,Melperone,3575-80-2,3575-80-2,Fc1ccc(C(=O)CCCN2CCC(CC2)C)cc1,DKMFBWQBDIGMHM-UHFFFAOYSA-N,14,"Borgstrom L, Larsson H, and Molander L (1982) Pharmacokinetics of parenteral and oral melperone in man.  Eur. J. Clin. Pharmacol.  23: 173-176.",Data from 20 mg dose.  All pharmacokinetic parameters calculated from digitized C vs t plot in the reported reference.
380,Melphalan,148-82-3,148-82-3,N(CCCl)(CCCl)C.C(=O)([C@H](Cc1ccccc1)N)O,FLTVLZYQDKQTKG-QRPNPIFTSA-N,0.48,"Woodhouse KW, Hamilton P, Lennard A, and Rawlins MD (1983) The pharmacokinetics of melphalan in patients with multiple myeloma: an intravenous/oral study using a conventional dosing regimen.  Eur. J. Clin. Pharmacol. 24: 283-285.  Hersh MR, Ludden TM, Kuhn JG, and Knight WA (1983) Pharmacokinetics of high dose melphalan.  Invest. New Drugs. 1: 331-334.  Gera S, Musch E, Osterheld HKO, and Loos U (1989) Relevance of the hydrolysis and protein binding of melphalan to the treatment of multiple myeloma.  Canc. Chemother. Pharmacol. 23: 76-80.  Grieg NH, Sweeney DJ, and Rapoport SI (1987) Melphalan concentration dependent protein binding in healthy humans and rats.  Eur. J. Clin. Pharmacol. 32: 179-185.",
381,MEN-10755,169317-77-5,169317-77-5,Cl.O([C@H]1C[C@@](O)(Cc2c1c(O)c1c(c2O)C(=O)c2c(C1=O)cccc2)C(=O)CO)[C@@H]1O[C@H]([C@@H](O[C@@H]2O[C@H]([C@@H](O)[C@@H](N)C2)C)[C@@H](O)C1)C,BSRQHWFOFMAZRL-BODGVHBXSA-N,2.4,"Bos AME, deVries EGE, Dombernovsky P, Aamdal S, Uges DRA, Schrijvers D, Wanders J, Roelvink MWJ, Hanauske AR, Bortini S, Capriati A, Crea AEG, and Vermorken JB (2001) Pharmacokinetics of MEN-10755, a novel anthracycline disaccharide analogue, in two phase 1 studies in adults with advanced solid tumors.  Canc. Chemother. Pharmacol. 48: 361-369.",
382,Meperidine,57-42-1,57-42-1,O(C(=O)C1(c2ccccc2)CCN(CC1)C)CC,XADCESSVHJOZHK-UHFFFAOYSA-N,2.3,"Chan K, Tse J, Jennings F, and Orme ML (1987) Pharmacokinetics of low-dose intravenous pethidine in patients with renal dysfunction.  J. Clin. Pharmacol. 27: 516-22.  Verbeek RK, Cardinal JA, and Wallace SM (1984) Effect of age and sex on the plasma binding of acidic and basic drugs.  Eur. J. Clin. Pharmacol. 27: 91-97.",VDss calculated from C vs t data provided in the reference.
383,Mepivacaine,96-88-8,96-88-8,CN1CCCCC1C(=O)Nc1c(C)cccc1C,INWLQCZOYSRPNW-UHFFFAOYSA-N,0.95,"Burm AGL, Cohen IMC, van Kleef JW, Vletter AA, Olieman W, and Groen K (1997) Pharmacokinetics of the enantiomers of mepivacaine after intravenous administration of the racemate in volunteers.  Anesth. Analg. 84: 85-89.  Allgayer H, Zahringer J, Bach P, and Bircher J (1984) Lack of effect of haemodialysis on mebendazole kinetics: studies in a patient with echinococcosis and renal failure.  Eur. J. Clin. Pharmacol. 27: 243-245.",Average of two enantiomers.
384,Meprobamate,57-53-4,57-53-4,O(CC(COC(=O)N)(CCC)C)C(=O)N,NPPQSCRMBWNHMW-UHFFFAOYSA-N,0.70,"Held H and Oldershausen HF (1969) Zur pharmakokinetik von meprobamat bei chronischen hepatopathien und arzneimittelsucht. Klin. Wschr. 47: 78-80.  Douglas JF, Bradshaw WH, Ludwig BJ, and Powers D (1964) Interaction of plasma protein with related 1,3-propanediol dicarbamates.  Biochem. Pharmacol. 13: 537-539.",Pharmacokinetic parameters were calculated from C vs t data obtained by digitization of the plot provided in the reference.
385,Meptazinol,54340-58-8,54340-58-8,CN1CC(c2cc(O)ccc2)(CC)CCCC1,JLICHNCFTLFZJN-UHFFFAOYSA-N,3.3,"Norbury HM, Franklin RA, and Graham DF (1983) Pharmacokinetics of the new analgesic, meptazinol, after oral and intravenous administration to volunteers.  Eur. J. Clin. Pharmacol. 25: 77-80.  Gepts E, Sonck WA, Camu F, and Vercruysse A (1987) Pharmacokinetics of intravenously administered meptazinol during general anesthesia in man.  Eur. J. Anaesth. 4: 35-43.  Franklin RA (1988) The clinical pharmacokinetics and metabolism of the analgesic meptazinol.  Xenobiotica 18: 105-112.","VDss was calculated from C vs t data provided in the reference by Norbury, et al."
386,"Mercaptopurine, 6-",50-44-2,50-44-2,S=C1NCN=C2N=CN=C12,CUZDKDJIGVUXCI-UHFFFAOYSA-N,1.0,"Coffey JJ, White CA, Lesk AB, Rogers WI, and Seppick AA (1972) Effect of allopurinol on the pharmacokinetics of 6-mercaptopurine *NSC 755) in cancer patients.  Cancer Res. 32: 1283-1289.  Esposito M, Rosso R, and Santi L (1974)  Plasma protein binding of antineoplastic drugs in rats and humans.    IRCS Library Compendium  2: 1180.",Pharmacokinetic parameters were calculated using the mean C vs t values from three study subjects receiving intravenous 500 mg/m2. 
387,Meropenem,96036-03-2,96036-03-2,S(C1=C(N2[C@@H]([C@H](C2=O)[C@H](O)C)[C@H]1C)C(=O)O)[C@H]1C[C@H](NC1)C(=O)N(C)C,DMJNNHOOLUXYBV-PQTSNVLCSA-N,0.30,"Burman LA, Nilsson-Ehle I, Hutchinson M, Haworth SJ, and Norrby SR (1991) Pharmacokinetics of meropenem and its metabolite ICI 213,689 in healthy subjects with known renal metabolism of imipenem.  J. Antimic. Chemother. 27: 219-224.  Leroy A, Fillastre JP, Etienne I, Borsa-Lebas F, and Humbert G (1992) Pharmacokinetics of meropenem in subjects with renal insufficiency.  Eur. J. Clin. Pharmacol. 42: 535-538.  Leroy A, Fillastre JP, Borsa-Lebas F, Etienne I, and Humbert G (1992) Pharmacokinetics of meropenem (ICI 194660) and its metabolite (ICI 213689) in healthy subjects and in patients with renal impairment.  Antimic. Agents Chemother. 36: 2794-2798.  Sumita Y, Nouda H, Tada E, Kohzuki T, Kato M, Okuda T, and Fukasawa M (1992) Pharmacokinetics of meropenem, a new carbapenem antibiotic, parenterally administrated to laboratory animals.  Chemotherapy 40(Suppl. 1): 123-131.",
