MoKa.LogD7.4,"fraction unbound 
in plasma (fu)",moka_ionState7.4,std_smiles,std_relation,human VDss (L/kg),inchi_key
1.9,,anionic,COc1ccnc(C[S+]([O-])c2nc3cc(-n4cccc4)ccc3[nH]2)c1C,=,0.19,HRRXCXABAPSOCP-UHFFFAOYSA-N
0.92,0.26,cationic,CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](O)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O[C@H]2CC[C@@H](N(C)C)[C@H](C)O2)C=CC=CC[C@@H](C)OC(=O)C[C@H]1O,=,5.4,ACTOXUHEUCPTEW-JAYNOARPSA-N
1.8,,cationic,CC(C(O)c1ccc(O)cc1)N1CCC(Cc2ccccc2)CC1,=,18.99,UYNVMODNBIQBMV-UHFFFAOYSA-N
2.1,,neutral,Cc1c(CN(C)C(=O)/C=C/c2cnc3c(c2)CCC(=O)N3)oc2ccccc12,=,0.43,QXTWSUQCXCWEHF-JXMROGBWSA-N
-6.4,0.37,anionic,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,=,0.43,FBOZXECLQNJBKD-ZDUSSCGKSA-N
-3.0,0.87,neutral,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1,=,0.67,UHDGCWIWMRVCDJ-CCXZUQQUSA-N
1.0,0.34,neutral,N=C(N)NC(=O)c1cnn(-c2cccc3ncccc23)c1C1CC1,=,1.7,GDXBRVCQGGKXJY-UHFFFAOYSA-N
-0.38,,neutral,O=[N+]([O-])O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O,=,0.86,YWXYYJSYQOXTPL-JGWLITMVSA-N
-3.4,1.0,neutral,C[n+]1ccccc1/C=N/O,=,0.8,JBKPUQTUERUYQE-UHFFFAOYSA-O
-2.0,0.87,cationic,NCCc1ccc(O)c(O)c1,=,0.74,VYFYYTLLBUKUHU-UHFFFAOYSA-N
2.3,0.08,neutral,CCNC(=O)OC1CCN(c2nncc3cc(OC)c(OC)cc23)CC1,=,0.67,QJGVXJYGDBSPSJ-UHFFFAOYSA-N
1.5,,cationic,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,=,16.0,LTXREWYXXSTFRX-QGZVFWFLSA-N
2.6,0.06,neutral,O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1,=,0.7,KGFYHTZWPPHNLQ-AWEZNQCLSA-N
0.2,0.03,anionic,Cc1ccc(S(=O)(=O)NC(=O)NN2C[C@H]3CCC[C@@H]3C2)cc1,=,0.43,BOVGTQGAOIONJV-CHWSQXEVSA-N
0.7,0.4,cationic,CO[C@H]1C[C@@H](O[C@@H]2[C@@H](C)C(=O)O[C@H](C)[C@H](C)[C@H](O)[C@@H](C)C(=O)[C@@]3(CO3)C[C@H](C)[C@H](O[C@H]3O[C@@H](C)C[C@@H](N(C)C)[C@H]3O)[C@H]2C)O[C@@H](C)[C@@H]1O,=,0.77,RZPAKFUAFGMUPI-DDSISPHDSA-N
2.5,,cationic,CCN(CC)CCN1C(=O)c2c(c3c4cccc(Cl)c4n([C@@H]4O[C@H](CO)[C@@H](OC)[C@H](O)[C@H]4O)c3c3[nH]c4c(Cl)cccc4c23)C1=O,=,8.9,JSKFWUPVIZYJMR-UDOAKELVSA-N
2.1,0.06,zwitterionic,CCN1CCC[C@H]1CNC(=O)c1c(O)c(Cl)cc(Cl)c1OC,=,1.1,WAOQONBSWFLFPE-VIFPVBQESA-N
2.9,0.093,cationic,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,=,3.7,SGTNSNPWRIOYBX-UHFFFAOYSA-N
-2.4,0.97,cationic,CN(C)CCCO[C@H]1[C@@H]([C@H](O)CO)O[C@@H]2OC(C)(C)O[C@H]12,=,1.04,YXBQLONCIPUQKO-UJPOAAIJSA-N
1.7,,anionic,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(COC(=O)/C=C/c4cc(O)ccc4NC(=O)/C=C/C(=O)O)C(=CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,=,1.45,NZCHLXQRTYIWRL-QZDAZFERSA-N
-8.6,,anionic,CC(=O)N[C@@H](CO)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)O,=,,HJDRXEQUFWLOGJ-AJNGGQMLSA-N
1.6,0.46,neutral,CCc1ccc(Cc2ccc3c(c2)[C@]2(OC3)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,=,0.63,VWVKUNOPTJGDOB-BDHVOXNPSA-N
-0.26,0.9,cationic,CCN(CC)CCNC(=O)c1ccc(NC(C)=O)cc1,=,1.9,KEECCEWTUVWFCV-UHFFFAOYSA-N
-5.5,0.75,zwitterionic,N=C(N)NCCCC[C@@H]1NC(=O)CCSSC[C@@H](C(N)=O)NC(=O)[C@@H]2CCCN2C(=O)C(Cc2c[nH]c3ccccc23)NC(=O)[C@H](CC(=O)O)NC(=O)CNC1=O,=,0.17,CZKPOZZJODAYPZ-HJWJFLBDSA-N
0.16,0.07,cationic,COc1ccc(C[C@H](NC(=O)CC(C)(C)N)C(=O)N[C@@H](Cc2c[nH]cn2)C(=O)N[C@@H](CC2CCCCC2)[C@@H](O)[C@@H](O)CC(C)C)cc1,=,0.11,KQXVERRYBYGQJZ-WRPDIKACSA-N
0.36,0.43,cationic,C=C1C[C@@H]2CC[C@@]34C[C@H]5O[C@H]6[C@@H](O3)[C@H]3O[C@H](CC[C@@H]3O[C@H]6[C@H]5O4)CC(=O)O[C@H]3[C@H](C[C@H]4O[C@@H](CC[C@@H]1O2)C[C@@H](C)C4=C)O[C@H](C[C@H](O)CN)[C@@H]3OC,=,1.46,VEPHOPLDBFLPDL-KVWSPMLQSA-N
0.58,0.4,neutral,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,=,0.95,UEJJHQNACJXSKW-UHFFFAOYSA-N
1.7,,anionic,CCCCCC/C=C\CCCCCCCCCC(=O)N[C@H]1[C@H](OC[C@H]2O[C@H](OP(=O)(O)O)[C@H](NC(=O)CC(=O)CCCCCCCCCCC)[C@@H](OCCCCCCCCCC)[C@@H]2O)O[C@H](COC)[C@@H](OP(=O)(O)O)[C@@H]1OCC[C@@H](CCCCCCC)OC,=,0.048,BPSMYQFMCXXNPC-MFCPCZTFSA-N
-1.4,,neutral,CNC(=O)N(N(CCCl)S(C)(=O)=O)S(C)(=O)=O,=,0.88,PVCULFYROUOVGJ-UHFFFAOYSA-N
-9.0,,anionic,C/C(=C\c1csc(C)n1)[C@@H]1C[C@H]2[C@@H](CCC[C@H](C)[C@H](O)[C@@H](C)C(=O)C(C)(C)[C@@H](O)CC(=O)O1)N2CCOC(=O)OCCSSC[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(=O)O)NC(=O)CC[C@H](NC(=O)c1ccc(NCc2c[nH]c3nc(N)nc(=O)c-3n2)cc1)C(=O)O)C(=O)O,=,0.09,TURJYGRXEJIBGT-OCOMGVANSA-N
-3.4,0.35,cationic,CC(O)C(CO)NC(=O)C1CSSCC(NC(=O)C(N)Cc2ccccc2)C(=O)NC(Cc2ccccc2)C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)NC(CCCCN)C(=O)NC(C(C)O)C(=O)N1,=,0.19,DEQANNDTNATYII-UHFFFAOYSA-N
-0.86,0.02,anionic,O=C(O)CSc1nnc(Br)n1-c1ccc(C2CC2)c2ccccc12,=,0.29,FGQFOYHRJSUHMR-UHFFFAOYSA-N
-0.38,0.86,neutral,Nc1nc2c(Cc3cccnc3)c[nH]c2c(=O)[nH]1,=,1.2,DOHVAKFYAHLCJP-UHFFFAOYSA-N
0.26,0.51,zwitterionic,N[C@@H]1CN(c2c(F)cc3c(=O)c(C(=O)O)cn([C@@H]4C[C@@H]4F)c3c2Cl)CC12CC2,=,1.5,PNUZDKCDAWUEGK-CYZMBNFOSA-N
4.9,0.008,cationic,Cc1nc2sccn2c(=O)c1CCN1CCC(=C(c2ccc(F)cc2)c2ccc(F)cc2)CC1,=,1.41,JUQLTPCYUFPYKE-UHFFFAOYSA-N
1.4,0.73,cationic,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,=,4.4,PNVNVHUZROJLTJ-UHFFFAOYSA-N
-9.0,0.84,cationic,CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3OC(CNCCO)=CC[C@H]3N)[C@@H](N)C[C@H]2NC(=O)[C@@H](O)CCN)OC[C@]1(C)O,=,0.22,IYDYFVUFSPQPPV-PEXOCOHZSA-N
0.87,0.4,cationic,CN1Cc2c(N)cccc2C(c2ccccc2)C1,=,6.0,XXPANQJNYNUNES-UHFFFAOYSA-N
5.1,,cationic,CCN(CC)CCN(Cc1ccc(-c2ccc(C(F)(F)F)cc2)cc1)C(=O)Cn1c(SCc2ccc(F)cc2)nc(=O)c2c1CCC2,=,11.9,WDPFJWLDPVQCAJ-UHFFFAOYSA-N
-0.022,,neutral,O=C(N[C@@H]1CC[C@@H](c2cccc(F)c2F)CN(CC(F)(F)F)C1=O)N1CCC(n2c(=O)[nH]c3ncccc32)CC1,=,0.86,CGDZXLJGHVKVIE-DNVCBOLYSA-N
2.1,0.05,cationic,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,=,1.6,VMWNQDUVQKEIOC-CYBMUJFWSA-N
-0.95,0.23,anionic,COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1OP(=O)(O)O,=,0.11,WDOGQTQEKVLZIJ-WAYWQWQTSA-N
-2.5,,zwitterionic,CCCC[S@](=N)(=O)CC[C@H](N)C(=O)O,=,0.26,KJQFBVYMGADDTQ-WJWGPLDTSA-N
2.0,,cationic,COC(=O)CC[C@@H]1N=C(c2ccccn2)c2cc(Br)ccc2-n2c(C)cnc21,=,0.44,CYHWMBVXXDIZNZ-KRWDZBQOSA-N
0.88,1.0,neutral,O=P1(NCCCl)OCCCN1CCCl,=,0.62,HOMGKSMUEGBAAB-UHFFFAOYSA-N
-0.51,0.85,cationic,CCCN[C@H]1CCc2nc(N)sc2C1,=,7.0,FASDKYOPVNHBLU-ZETCQYMHSA-N
0.041,0.75,zwitterionic,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,=,1.5,FHFYDNQZQSQIAI-UHFFFAOYSA-N
-0.59,0.01,anionic,CC(C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1,=,0.12,RJMIEHBSYVWVIN-UHFFFAOYSA-N
-2.1,,cationic,C[C@@H](Cc1ccccc1)NC(=O)[C@@H](N)CCCCN,=,0.6,VOBHXZCDAVEXEY-JSGCOSHPSA-N
1.0,0.5,anionic,C[C@]12CC[C@@H]3c4ccc(OC(=O)N(CCCl)CCCl)cc4CC[C@H]3[C@@H]1CC[C@@H]2OP(=O)(O)O,=,0.12,ADFOJJHRTBFFOF-RBRWEJTLSA-N
0.87,0.02,anionic,C[C@@H]1CC(=O)NN=C1c1ccc(NN=C(C#N)C#N)cc1,=,0.24,WHXMKTBCFHIYNQ-SECBINFHSA-N
-9.0,0.88,cationic,NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,=,0.16,LKCWBDHBTVXHDL-RMDFUYIESA-N
0.93,,anionic,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)O,=,2.4,GMVPRGQOIOIIMI-DWKJAMRDSA-N
1.1,,cationic,CC(=O)Oc1ccc2c3c1O[C@H]1[C@@H](OC(C)=O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314,=,1.31,GVGLGOZIDCSQPN-PVHGPHFFSA-N
-1.6,0.079,anionic,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,=,0.17,NHUHCSRWZMLRLA-UHFFFAOYSA-N
-5.7,0.55,anionic,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(=O)O)c3ccsc3)C(=O)N2[C@H]1C(=O)O,=,0.16,OHKOGUYZJXTSFX-KZFFXBSXSA-N
4.1,,neutral,CSCO[C@H]1C[C@H]2OC[C@@]2(OC(C)=O)[C@H]2[C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C([C@@H](OC(C)=O)C(=O)[C@]12C)C3(C)C,=,11.0,UBJAHGAUPNGZFF-XOVTVWCYSA-N
-1.2,,neutral,Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O,=,0.42,KSCFJBIXMNOVSH-UHFFFAOYSA-N
0.26,,cationic,CCOc1ncc(S(=O)(=O)N2CCN(CC)CC2)cc1-c1nc(=O)c2nn(CCOC)c(CC)c2[nH]1,=,2.4,YPFZMBHKIVDSNR-UHFFFAOYSA-N
0.76,0.8,cationic,CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12,=,1.53,CNBGNNVCVSKAQZ-UHFFFAOYSA-N
0.35,,neutral,Cn1c(COP(=O)(NCCBr)NCCBr)cnc1[N+](=O)[O-],=,0.64,UGJWRPJDTDGERK-UHFFFAOYSA-N
1.2,,cationic,COc1cc2c(cc1OC)CN(c1cc(N)c3cc(OC)c(OC)cc3n1)CC2,=,6.3,ANZIISNSHPKVRV-UHFFFAOYSA-N
4.0,0.13,neutral,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]21C,=,0.29,KUVIULQEHSCUHY-XYWKZLDCSA-N
6.7,,neutral,CCOCCO[C@@H]1CC[C@@H](C[C@@H](C)[C@@H]2CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C(\C)[C@@H](OC)C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@H]3C(=O)O2)C[C@H]1OC,=,44.5,YYSFXUWWPNHNAZ-PKJQJFMNSA-N
-0.46,,cationic,c1cc2c(c(N3CCNCC3)c1)OCCO2,=,3.6,WVLHGCRWEHCIOT-UHFFFAOYSA-N
3.3,0.12,neutral,CCNC(=O)CCC/C=C\C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1/C=C\[C@@H](O)CCc1ccccc1,=,0.67,AQOKCDNYWBIDND-SQXUUDCTSA-N
0.27,0.05,cationic,CCc1cc2c(cc1CC)CC(NC[C@H](O)c1ccc(O)c3[nH]c(=O)ccc13)C2,=,19.4,QZZUEBNBZAPZLX-QFIPXVFZSA-N
1.5,0.02,cationic,CNCC[C@@H](Oc1ccccc1C)c1ccccc1,=,0.85,VHGCDTVCOLNTBX-QGZVFWFLSA-N
-2.1,,zwitterionic,CC(=N)N1CC[C@H](SC2=C(C(=O)O)N3C(=O)[C@H]([C@@H](C)O)[C@H]3C2)C1,=,0.19,TYMABNNERDVXID-DLYFRVTGSA-N
0.79,0.64,cationic,CNC(=O)Oc1ccc2c(c1)[C@@]1(C)CCN(C)[C@@H]1N2C,=,3.9,PIJVFDBKTWXHHD-UKRRQHHQSA-N
0.62,,cationic,CO[C@@H](C(=O)N1Cc2[nH]nc(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2C1)c1ccccc1,=,2.5,XKFTZKGMDDZMJI-HSZRJFAPSA-N
-4.7,0.9,anionic,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C(S[C@H]3CC[S@@+]([O-])C3)S[C@@H]12,=,0.21,FLSUCZWOEMTFAQ-DSWHJBPTSA-M
2.6,0.06,neutral,CCCC(=O)N1CCCN(c2nc(N)c3cc(OC)c(OC)cc3n2)CC1,=,0.72,RHLJLALHBZGAFM-UHFFFAOYSA-N
-1.1,0.25,anionic,CC(Oc1ccccc1)C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,=,0.3,NONJJLVGHLVQQM-JHXYUMNGSA-N
2.5,,neutral,FC(F)(F)C(F)(F)C(F)(F)F,=,1.6,QYSGYZVSCZSLHT-UHFFFAOYSA-N
2.8,0.39,cationic,CC(C)=CCN1CC[C@]2(C)c3cc(O)ccc3C[C@H]1C2C,=,3.4,VOKSWYLNZZRQPF-SQJZIBIZSA-N
-0.015,0.82,zwitterionic,Cc1c(F)c(N2CCN[C@H](C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1,=,,AIJTTZAVMXIJGM-SNVBAGLBSA-N
3.1,0.051,cationic,CC(CN(C)C)CN1c2ccccc2CCc2ccccc21,=,16.0,ZSCDBOWYZJWBIY-UHFFFAOYSA-N
1.3,0.77,neutral,O=C(NCCN1CCOCC1)c1ccc(Cl)cc1,=,1.1,YHXISWVBGDMDLQ-UHFFFAOYSA-N
2.0,,cationic,C[C@@H](c1cccnc1F)c1c(CCN(C)C)sc2ccccc12,=,5.73,KLFVGKSTNOVPOR-ZDUSSCGKSA-N
1.7,0.27,neutral,C=CCC1(C(C)C#CCC)C(=O)NC(=O)N(C)C1=O,=,1.1,NZXKDOXHBHYTKP-UHFFFAOYSA-N
0.25,0.08,anionic,CCCC(CCC)C(=O)O,=,0.14,NIJJYAXOARWZEE-UHFFFAOYSA-N
-1.6,,anionic,O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1C[C@](OC(=O)/C=C/c2ccc(O)c(O)c2)(C(=O)O)C[C@@H](O)[C@H]1O,=,0.79,YDDUMTOHNYZQPO-PSEXTPKNSA-N
1.2,,anionic,CCCCCNC(=O)c1coc([C@@H]2[C@H]3CC[C@H](O3)[C@@H]2Cc2ccccc2CCC(=O)O)n1,=,4.4,BBPRUNPUJIUXSE-DXKRWKNPSA-N
-0.73,0.82,zwitterionic,C[C@H]1COc2c(N3CCN(C)CC3)c(F)c(N)c3c(=O)c(C(=O)O)cn1c23,=,2.42,MHFCVNDHFSOKMK-VIFPVBQESA-N
2.7,0.4,neutral,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C=O)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,=,2.4,OGWKCGZFUXNPDA-CFWMRBGOSA-N
-1.8,0.76,neutral,Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,=,2.2,HBUBKKRHXORPQB-FJFJXFQQSA-N
1.1,0.04,cationic,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12,=,1.36,BNRNXUUZRGQAQC-UHFFFAOYSA-N
-6.2,0.4,anionic,C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,=,0.18,WZPBZJONDBGPKJ-VEHQQRBSSA-N
-0.92,0.0085,anionic,CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O,=,0.19,LZNWYQJJBLGYLT-UHFFFAOYSA-N
-9.0,,anionic,O=C(O)C1=C(C[n+]2ccc(CCS(=O)(=O)O)cc2)CSC2[C@@H](NC(=O)[C@H](NC(=O)c3[nH]cnc3C(=O)O)c3ccccc3)C(=O)N12,=,0.21,LNZMRLHZGOBKAN-YIRICJMVSA-O
-2.5,,neutral,O[C@H]1OC[C@@H](O)[C@H](O)[C@H]1O,=,0.23,SRBFZHDQGSBBOR-LECHCGJUSA-N
-0.65,0.8,zwitterionic,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,=,1.7,XUBOMFCQGDBHNK-UHFFFAOYSA-N
-0.07,,cationic,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](OCc2ccccc2)[C@H](C)O1,=,48.0,FIGNGSHKNAHTSH-JJMFXPFOSA-N
-0.73,0.89,neutral,Nc1cc(-c2ccncc2)c[nH]c1=O,=,1.3,RNLQIBCLLYYYFJ-UHFFFAOYSA-N
-5.2,0.7,anionic,C[C@@]1(Cn2ccnn2)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,=,0.26,LPQZKKCYTLCDGQ-KHQFGBGNSA-N
5.4,,neutral,C#CCCCC(=O)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,=,12.0,ZHXUEUKVDMWSKV-UHFFFAOYSA-N
1.4,,neutral,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3cc(O)ccc3nc2-1,=,0.22,HAWSQZCWOQZXHI-FQEVSTJZSA-N
1.7,0.22,cationic,CC[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,=,2.8,LJOQGZACKSYWCH-LHHVKLHASA-N
-4.0,,anionic,CCCCCCCCCCCCC/C=C/[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O[C@@H]3O[C@H](CO)[C@H](O)[C@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O)[C@H]3NC(C)=O)[C@H](OC[C@H](O)[C@H](O)[C@@H]3O[C@](O)(C(=O)O)C[C@H](O)[C@H]3NC(C)=O)[C@H]2O)[C@H](O)[C@H]1O)NC(=O)CCCCCCCCCCCCCCCCC,=,0.07,CNLVNZJJSHZYAS-UKSZIXRLSA-N
-1.1,,anionic,O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1C[C@](O)(C(=O)O)C[C@@H](OC(=O)/C=C/c2ccc(O)c(O)c2)[C@H]1O,=,4.82,KRZBCHWVBQOTNZ-PSEXTPKNSA-N
1.7,,neutral,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cc(F)c(C)c3c1c2[C@@H](N)CC3,=,0.44,ZVYVPGLRVWUPMP-FYSMJZIKSA-N
0.0081,0.02,anionic,Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1,=,0.16,ZJJXGWJIGJFDTL-UHFFFAOYSA-N
-3.2,,cationic,N=C(N)Nc1ccc(C(=O)Oc2ccc3cc(C(=N)N)ccc3c2)cc1,=,5.71,MQQNFDZXWVTQEH-UHFFFAOYSA-N
2.8,,neutral,CN(C)CC(Oc1ccccc1)Oc1ccccc1,=,2.8,QNMGHBMGNRQPNL-UHFFFAOYSA-N
2.3,0.7,neutral,COc1cc2c(cc1OC)C(Cc1cc(OC)c(OC)c(OC)c1)[N+](C)(CCCOC(=O)CC/C=C/CCC(=O)OCCC[N+]1(C)CCc3cc(OC)c(OC)cc3C1Cc1cc(OC)c(OC)c(OC)c1)CC2,=,0.27,ILVYCEVXHALBSC-BUHFOSPRSA-N
2.2,0.03,neutral,COc1ccc2[nH]c([S@+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1,=,0.2,SUBDBMMJDZJVOS-XMMPIXPASA-N
0.52,0.0019,anionic,Cc1cccnc1NS(=O)(=O)c1ccc(C#Cc2ccc(O)c(C(=O)O)c2)cc1,=,0.1,WJLQPSZXCOYTHS-UHFFFAOYSA-N
-1.9,0.005,zwitterionic,CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,=,1.6,DYKFCLLONBREIL-KVUCHLLUSA-N
0.078,0.058,anionic,NS(=O)(=O)c1cc(C(=O)O)cc(N2CCCC2)c1Oc1ccccc1,=,0.17,UJEWTUDSLQGTOA-UHFFFAOYSA-N
-9.0,0.78,anionic,O=P(O)(O)C(O)(Cn1ccnc1)P(=O)(O)O,=,0.6,XRASPMIURGNCCH-UHFFFAOYSA-N
5.2,0.001,zwitterionic,Cc1cc(C)c2c(c1)[C@@H](N(Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1nnn(C)n1)CCCN2C[C@H]1CC[C@H](C(=O)O)CC1,=,1.82,IHIUGIVXARLYHP-YBXDKENTSA-N
1.6,0.16,neutral,CCCCCOc1ccc(-c2ccc(-c3ccc(C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@@H](C)O)NC(=O)C([C@H](O)[C@@H](O)c5ccc(O)cc5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)C([C@@H](C)O)NC4=O)cc3)cc2)cc1,=,0.57,JHVAMHSQVVQIOT-FUVWCVBOSA-N
-0.84,0.93,cationic,CC(=O)Nc1ccc(OC[C@H](O)CNC(C)C)cc1,=,,DURULFYMVIFBIR-CYBMUJFWSA-N
0.44,0.6,cationic,CCN(CC)CCNC(=O)c1cc(Br)c(N)cc1OC,=,3.1,GIYAQDDTCWHPPL-UHFFFAOYSA-N
2.3,0.19,cationic,CN(C)CCOC(c1ccccc1)c1ccccc1,=,6.5,ZZVUWRFHKOJYTH-UHFFFAOYSA-N
1.2,0.2,cationic,COCCCC/C(=N\OCCN)c1ccc(C(F)(F)F)cc1,=,23.5,CJOFXWAVKWHTFT-XSFVSMFZSA-N
-0.74,,cationic,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](I)[C@H](C)O1,=,53.6,PDQGEKGUTOTUNV-TZSSRYMLSA-N
1.8,,cationic,CCc1nc2c(N)nc3ccccc3c2n1CCCCNS(C)(=O)=O,=,3.1,YZOQZEXYFLXNKA-UHFFFAOYSA-N
3.7,,cationic,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,=,22.0,WIKYUJGCLQQFNW-UHFFFAOYSA-N
3.3,0.24,cationic,CCC(=O)O[C@](Cc1ccccc1)(c1ccccc1)[C@H](C)CN(C)C,=,12.0,XLMALTXPSGQGBX-GCJKJVERSA-N
1.7,0.66,cationic,CCN[C@@H](C)Cc1cccc(C(F)(F)F)c1,=,11.0,DBGIVFWFUFKIQN-VIFPVBQESA-N
2.2,0.47,cationic,CNC1(c2ccccc2Cl)CCCCC1=O,=,2.9,YQEZLKZALYSWHR-UHFFFAOYSA-N
-5.4,0.92,anionic,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C(SC3Cn4cnc[n+]4C3)[C@H](C)[C@H]12,=,0.2,MRMBZHPJVKCOMA-YJFSRANCSA-N
3.3,0.02,cationic,O=C(O[C@H]1CN2CCC1CC2)N1CCc2ccccc2[C@@H]1c1ccccc1,=,8.2,FBOUYBDGKBSUES-VXKWHMMOSA-N
-3.7,,cationic,NC[C@H]1OB(O)c2c(OCCCO)cccc21,=,2.37,FXQIIDINBDJDKL-SNVBAGLBSA-N
