Name,CAS #,SMILES,human VDss(L/kg),human fup,logD@pH7.4,Cationic fi@pH7.4,pKa1,pKa1 type,pKa2,pKa2 type,pKa3,pKa3 type,pKa4,pKa4 type,pKa ref,logD ref,VDss and fup ref.,Alpha_adrenergic,Beta_adrenergic,benzodiazepine,Beta_lactams_cephalosporines,Beta_lactams_penams_penems,Ca_blockers_dihydropyridines,fluoroquinolone_antibiotics,morphinans,NSAIDs,nucleotide,steroids,tri_tetracyclic_antidepressants
Tolbutamide,64-77-7,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,0.12,0.05,0.36,0.000,5.25,a,,,,,,,"Schoenherr, D.; Wollatz, U.; Haznar-Garbacz, D.; Hanke, U.; Box, K. J.; Taylor, R.; Ruiz, R.; Beato, S.; Becker, D.; Weitschies, W.  Characterisation of selected active agents regarding pKa values, solubility concentrations and pH profiles by SiriusT3. Eur. J.  Pharm.Biopharm. 2015, 92, 155-170. //Scherrer, Robert A.; Crooks, Stephen L. Titrations in water-​saturated octanol:  a guide to partition coefficients of ion pairs and receptor-​site interactions. Prog. Clin. and Biol. Res. 1989, 291. (QSAR:  Quant. Struct.-Act. Relat. Drug Des.), 59-62. //Wenlock, Mark C.; Potter, Tim; Barton, Patrick; Austin, Rupert P. A method for measuring the lipophilicity of compounds in mixtures of 10. J. Biomol. Screen. 2011, 16, 3448-355. ","Wenlock, Mark C.; Potter, Tim; Barton, Patrick; Austin, Rupert P. A method for measuring the lipophilicity of compounds in mixtures of 10. J. Biomol. Screen. 2011, 16, 3448-355. ","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,0,0,0,0
Tolfenamic acid,13710-19-5,c1ccc(c(c1Nc1ccccc1C(=O)O)C)Cl,0.16,0.003,2.1,0.000,4.2,a,,,,,,,"Barbato, Francesco; La Rotonda, Maria I.; Quaglia, Fabiana. Interactions of Nonsteroidal Antiinflammatory Drugs with Phospholipids: Comparison between Octanol​/Buffer Partition Coefficients and Chromatographic Indexes on Immobilized Artificial Membranes. J.  Pharm. Sci. 1997, 86, 225-229.","(Cited previous own work within this paper). Barbato, Francesco; La Rotonda, Maria I.; Quaglia, Fabiana. Interactions of Nonsteroidal Antiinflammatory Drugs with Phospholipids: Comparison between Octanol​/Buffer Partition Coefficients and Chromatographic Indexes on Immobilized Artificial Membranes. J.  Pharm. Sci. 1997, 86, 225-229. ","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,1,0,0,0
Tolterodine,124937-51-5,CC(C)N(CC[C@H](c1ccccc1)c2cc(C)ccc2O)C(C)C,1.5,0.037,1.04,0.996,9.8,b,,,,,,,"Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,0,0,0,0
Torsemide,56211-40-6,CC(C)NC(=O)NS(=O)(=O)c1cnccc1Nc2cccc(C)c2,0.21,0.01,0.47,0.000,6.68,a,,,,,,,"Wouters, Johan; Michaux, Catherine; Durant, Francois; Dogne, Jean Michel; Delarge, Jacques; Masereel, Bernard. Isosterism among analogues of torasemide: conformational, electronic and
lipophilic properties. Eur. J. Med. Chem. 2000, 35, 923-929.//Masereel, B.; Renard, P.; Schynts, M.; Pirotte, B.; de Tullio, P.; Delarge, J. Synthesis and pharmacology of pyrid-​3-​ylsulfonylureas and thioureas as astrocytic Na+ 2Cl- K+ cotransporter inhibitors. Eur. J. Med. Chem. 1994, 29, 527-535.","Masereel, B.; Renard, P.; Schynts, M.; Pirotte, B.; de Tullio, P.; Delarge, J. Synthesis and pharmacology of pyrid-​3-​ylsulfonylureas and thioureas as astrocytic Na+ 2Cl- K+ cotransporter inhibitors. Eur. J. Med. Chem. 1994, 29, 527-535.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,0,0,0,0
Trazodone,19794-93-5,Clc1cccc(c1)N2CCN(CCCN3N=C4C=CC=CN4C3=O)CC2,0.52,0.08,2.97,0.197,6.79,b,,,,,,,"Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,0,0,0,0
Triazolam,28911-01-5,Cc1nnc2CN=C(c3ccccc3Cl)c4cc(Cl)ccc4n12,0.58,0.1,2.53,0.112,6.5,b,,,,,,,"Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,1,0,0,0,0,0,0,0,0,0
Trimethoprim,738-70-5,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,1.5,0.5,0.61,0.420,7.26,b,,,,,,,"Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,0,0,0,0
Trimipramine,739-71-9,CC(CN(C)C)CN1c2ccccc2CCc3ccccc13,16,0.051,3.1,0.986,9.24,b,,,,,,,"Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,0,0,0,1
Trovafloxacin,147059-72-1,N[C@@H]1[C@H]2CN(C[C@@H]12)c3nc4N(C=C(C(=O)O)C(=O)c4cc3F)c5ccc(F)cc5F,1.3,0.24,1.8,0.826,5.65,a,8.07,b,,,,,"Volgyi, Gergely; Vizseralek, Gabor; Takacs-Novak, Krisztina; Avdeef, Alex; Tam, Kin Y. Predicting the exposure and antibacterial activity of fluoroquinolones based on physicochemical properties. Eur. J. Pharm. Sci. 2012, 47, 21-27.","Volgyi, Gergely; Vizseralek, Gabor; Takacs-Novak, Krisztina; Avdeef, Alex; Tam, Kin Y. Predicting the exposure and antibacterial activity of fluoroquinolones based on physicochemical properties. Eur. J. Pharm. Sci. 2012, 47, 21-27.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,1,0,0,0,0,0
Valproic Acid,99-66-1,CCCC(CCC)C(=O)O,0.14,0.08,0.13,0.000,4.95,a,,,,,,,"Abbott, F. S.; Acheampong, A. A. Quantitative structure-​anticonvulsant activity relationships of valproic acid, related carboxylic acids, and tetrazoles. Neuropharmacol. 1988, 27, 287-294.","Benet, Leslie Z.; Broccatelli, Fabio; Oprea, Tudor I.  BDDCS Applied to Over 900 Drugs. AAPS Journal 2011, 13, 519-547.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,0,0,0,0
Valsartan,137862-53-4,CCCCC(=O)N(Cc1ccc(cc1)c2ccccc2c3nnn[nH]3)[C@@H](C(C)C)C(=O)O,0.22,0.04,-1.36,0.000,3.6,a,4.7,a,,,,,"Tosco, Paolo; Rolando, Barbara; Fruttero, Roberta; Henchoz, Yveline; Martel, Sophie; Carrupt, Pierre-Alain; Gasco, Alberto. Physicochemical profiling of sartans: a detailed study of ionization constants and distribution coefficients. Helv. Chim. Acta 2008, 91, 468-482.","Tosco, Paolo; Rolando, Barbara; Fruttero, Roberta; Henchoz, Yveline; Martel, Sophie; Carrupt, Pierre-Alain; Gasco, Alberto. Physicochemical profiling of sartans: a detailed study of ionization constants and distribution coefficients. Helv. Chim. Acta 2008, 91, 468-482.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,0,0,0,0
Venlafaxine,93413-69-5,COc1ccc(cc1)C(CN(C)C)C2(O)CCCCC2,4.4,0.73,0.87,0.992,9.5,b,,,,,,,"Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,0,0,0,0
Verapamil,52-53-9,COc1ccc(CCN(C)CCCC(C#N)(C(C)C)c2ccc(OC)c(OC)c2)cc1OC,3.7,0.093,2.24,0.971,8.92,b,,,,,,,"Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,0,0,0,0
Voriconazole,137234-62-9,C[C@@H](c1ncncc1F)[C@](O)(Cn2cncn2)c3ccc(F)cc3F,2.2,0.42,2.15,0.000,,,,,,,,,"Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,0,0,0,0
Warfarin,81-81-2,CC(=O)CC(C1=C(O)c2ccccc2OC1=O)c3ccccc3,0.13,0.015,-0.8,0.000,5,a,,,,,,,"Shalaeva, Marina; Kenseth, Jeremy; Lombardo, Franco; Bastin, Andrea . Measurement of Dissociation Constants (pKa Values) of Organic Compounds by Multiplexed Capillary Electrophoresis Using Aqueous and Cosolvent Buffers. J. Pharm. Sci. 2008, 97, 2581-2606.//Van der Giesen, Willem F.; Janssen, Lambert H. M. Influence of ionization and ion-​pair formation on lipophilicity of some 4-​hydroxycoumarin derivatives in the octanol-​water system. Int. J. Pharm. 1982, 12, 231-249.","Van der Giesen, Willem F.; Janssen, Lambert H. M. Influence of ionization and ion-​pair formation on lipophilicity of some 4-​hydroxycoumarin derivatives in the octanol-​water system. Int. J. Pharm. 1982, 12, 231-249.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,0,0,0,0
Zidovudine,30516-87-1,CC1=CN([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)C(=O)NC1=O,1.8,0.8,0.12,0.000,,,,,,,,,"Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,0,1,0,0
* pKa assigned as 0 or 100 to ensure recognition of negative or positive (e.g. quaternary ammonium) pH-independent centers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
